query,level,implicit_keywords,hard_constraints,req_flight,req_car,req_hotel,req_attraction,cities_count,implicit_keywords_count,balance,impossible,total_score
"Could you plan a one way expedition from Eindhoven to Otopeni, Sofia for elderly travelers and road trip and with children. We are 2 travelers and we'll stay 6 days, need 1 hotel room(s), and our collective budget is 6666. It would be great to visit Verde Haven Botanical Sanctuary while in Otopeni.",hard,"['elderly travelers', 'road trip', 'with children']","{'person_num': 2, 'budget': '6666', 'days': 6}","{'departure_city': 'Eindhoven', 'arrival_city': ['Otopeni', 'Sofia'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': ['Verde Haven Botanical Sanctuary']},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['elderly travelers', 'road trip', 'with children']}",1.0,0.0,7
"Could you plan a round trip expedition from Shenyang to Changchun, Guilin, Harbin for road trip and foodie and disabled traveler. We are 2 travelers and we'll stay 9 days, need 1 hotel room(s), and our collective budget is 9000 USD. Could you arrange a Limo for us in Changchun? It should seat 2 people, about 124 USD per day.",hard,"['road trip', 'foodie', 'disabled traveler']","{'person_num': 2, 'budget': '9000', 'days': 9}","{'departure_city': 'Shenyang', 'arrival_city': ['Changchun', 'Guilin', 'Harbin'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '124', 'car_type': 'Limo', 'capacity': '2'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': []},{'cities_count': 3},"{'implicit_keywords_count': 3, 'implicit_keyword': ['road trip', 'foodie', 'disabled traveler']}",1.0,1.0,9
"Need guidance for a one way expedition from San Diego to Newark, Orlando for elderly travelers and with children and with pets. We are 3 travelers and we'll stay 6 days, need 2 hotel room(s), and our collective budget is 6666. It would be great to visit Riverside Breeze Garden while in Newark.",hard,"['elderly travelers', 'with children', 'with pets']","{'person_num': 3, 'budget': '6666', 'days': 6}","{'departure_city': 'San Diego', 'arrival_city': ['Newark', 'Orlando'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': ['Riverside Breeze Garden']},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['elderly travelers', 'with children', 'with pets']}",1.0,0.0,7
"I'm keen on a round trip voyage from Anchorage to Albuquerque, Austin, Richmond for business travelers and nightlife enthusiast and road trip. We are 4 travelers and we'll stay 9 days, need 2 hotel room(s), and our collective budget is 7700 USD. By the way, I'm hoping for something like Legendary Albuquerque Suites with a special experience.",hard,"['business travelers', 'nightlife enthusiast', 'road trip']","{'person_num': 4, 'budget': '7700', 'days': 9}","{'departure_city': 'Anchorage', 'arrival_city': ['Albuquerque', 'Austin', 'Richmond'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Legendary Albuquerque Suites', 'price': '', 'star': '', 'rating': '1.2', 'rooms_count': '2'}",{'name': []},{'cities_count': 3},"{'implicit_keywords_count': 3, 'implicit_keyword': ['business travelers', 'nightlife enthusiast', 'road trip']}",1.0,1.0,9
"I'm arranging a round trip tour from Anchorage to Albuquerque, San Jose for foodie and disabled traveler and road trip. We are 3 travelers and we'll stay 6 days, need 2 hotel room(s), and our collective budget is 8000 USD. It would be amazing to visit Hidden Albuquerque Garden if possible.",hard,"['foodie', 'disabled traveler', 'road trip']","{'person_num': 3, 'budget': '8000', 'days': 6}","{'departure_city': 'Anchorage', 'arrival_city': ['Albuquerque', 'San Jose'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': ['Hidden Albuquerque Garden']},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['foodie', 'disabled traveler', 'road trip']}",1.0,1.0,8
"Looking to arrange a one way break for 1 travelers from Paris to Seoul, Ho Chi Minh for with pets and elderly travelers and couples trip. I'll stay 6 days, need 1 hotel room(s), and my collective budget is 6666. Maybe stay at Myeongdong Retreat Sinchon, which is well rated and has 3.5-star, for about 125.0 USD per night.",hard,"['with pets', 'elderly travelers', 'couples trip']","{'person_num': 1, 'budget': '6666', 'days': 6}","{'departure_city': 'Paris', 'arrival_city': ['Seoul', 'Ho Chi Minh'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Myeongdong Retreat Sinchon', 'price': '125.0', 'star': '3.5', 'rating': '8.8', 'rooms_count': '1'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['with pets', 'elderly travelers', 'couples trip']}",1.0,0.0,7
"I'm dreaming of a one way escape from Chicago to Albuquerque, Minneapolis, Seattle for luxury travelers and disabled traveler and road trip. We are 3 travelers and we'll stay 9 days, need 2 hotel room(s), and our collective budget is 6666. It would be great to visit Canyon Canvas Collective while in Albuquerque.",hard,"['luxury travelers', 'disabled traveler', 'road trip']","{'person_num': 3, 'budget': '6666', 'days': 9}","{'departure_city': 'Chicago', 'arrival_city': ['Albuquerque', 'Minneapolis', 'Seattle'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': ['Canyon Canvas Collective']},{'cities_count': 3},"{'implicit_keywords_count': 3, 'implicit_keyword': ['luxury travelers', 'disabled traveler', 'road trip']}",1.0,0.0,8
"I'm looking into a round trip vacation for 5 travelers from London to Tashkent, New Delhi for with pets and with children and elderly travelers. We'll stay 6 days, need 3 hotel room(s), and our collective budget is 6666. It would be great to visit Samarqand Horizon Gallery while in Tashkent.",hard,"['with pets', 'with children', 'elderly travelers']","{'person_num': 5, 'budget': '6666', 'days': 6}","{'departure_city': 'London', 'arrival_city': ['Tashkent', 'New Delhi'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '3'}",{'name': ['Samarqand Horizon Gallery']},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['with pets', 'with children', 'elderly travelers']}",1.0,0.0,7
"Seeking your help for a round trip outing for 4 travelers from Fuzhou to Lanzhou, Xiamen for with children and elderly travelers and disabled traveler. We'll stay 6 days, need 2 hotel room(s), and our collective budget is 7100 USD. By the way, I'm hoping for something like Wonder Lanzhou Inn with a special experience.",hard,"['with children', 'elderly travelers', 'disabled traveler']","{'person_num': 4, 'budget': '7100', 'days': 6}","{'departure_city': 'Fuzhou', 'arrival_city': ['Lanzhou', 'Xiamen'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Wonder Lanzhou Inn', 'price': '', 'star': '', 'rating': '3.9', 'rooms_count': '2'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['with children', 'elderly travelers', 'disabled traveler']}",1.0,1.0,8
"Looking for help planning a round trip jaunt for 4 travelers from Karachi to Colombo, Dubai for couples trip and road trip and photography. We'll stay 6 days, need 2 hotel room(s), and our collective budget is 6666. It would be great to visit Bambalapitiya Green Walk while in Colombo.",hard,"['couples trip', 'road trip', 'photography']","{'person_num': 4, 'budget': '6666', 'days': 6}","{'departure_city': 'Karachi', 'arrival_city': ['Colombo', 'Dubai'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': ['Bambalapitiya Green Walk']},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['couples trip', 'road trip', 'photography']}",1.0,0.0,7
"I'd love to take a one way journey for 5 travelers from Changchun to Haikou, Ürümqi for couples trip and photography and elderly travelers. We'll stay 6 days, need 3 hotel room(s), and our collective budget is 9000 USD. By the way, I'm hoping for something like Ultra Haikou Palace with a special experience.",hard,"['couples trip', 'photography', 'elderly travelers']","{'person_num': 5, 'budget': '9000', 'days': 6}","{'departure_city': 'Changchun', 'arrival_city': ['Haikou', 'Ürümqi'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Ultra Haikou Palace', 'price': '', 'star': '', 'rating': '3.2', 'rooms_count': '3'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['couples trip', 'photography', 'elderly travelers']}",1.0,1.0,8
"I'm hoping to book a one way trip from Albuquerque to Anchorage, Tulsa for elderly travelers and couples trip and with pets. We are 3 travelers and we'll stay 6 days, need 2 hotel room(s), and our collective budget is 8700 USD. Could you arrange a DuneBuggy for us in Anchorage? It should seat 3 people, about 131 USD per day.",hard,"['elderly travelers', 'couples trip', 'with pets']","{'person_num': 3, 'budget': '8700', 'days': 6}","{'departure_city': 'Albuquerque', 'arrival_city': ['Anchorage', 'Tulsa'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '131', 'car_type': 'DuneBuggy', 'capacity': '3'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['elderly travelers', 'couples trip', 'with pets']}",1.0,1.0,8
"I'm planning ahead for a round trip adventure from Zaventem to Greater Manchester, Zurich for photography and elderly travelers and with children. We are 5 travelers and we'll stay 6 days, need 3 hotel room(s), and our collective budget is 6666. We'd like to rent a Wagon that seats 5 people, about 67.85 USD per day.",hard,"['photography', 'elderly travelers', 'with children']","{'person_num': 5, 'budget': '6666', 'days': 6}","{'departure_city': 'Zaventem', 'arrival_city': ['Greater Manchester', 'Zurich'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '67.85', 'car_type': 'Wagon', 'capacity': '5'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '3'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['photography', 'elderly travelers', 'with children']}",1.0,0.0,7
"Help me set up a round trip itinerary from Dubai to Plaine Magnien, Mahe Island for couples trip and road trip and foodie. We are 2 travelers and we'll stay 6 days, need 1 hotel room(s), and our collective budget is 6666. We'd like to rent a Compact that seats 4 people, about 49.35 USD per day.",hard,"['couples trip', 'road trip', 'foodie']","{'person_num': 2, 'budget': '6666', 'days': 6}","{'departure_city': 'Dubai', 'arrival_city': ['Plaine Magnien', 'Mahe Island'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '49.35', 'car_type': 'Compact', 'capacity': '4'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['couples trip', 'road trip', 'foodie']}",1.0,0.0,7
"I'm looking into a round trip vacation from Antalya to Amsterdam, Düsseldorf for disabled traveler and couples trip and photography. We are 4 travelers and we'll stay 6 days, need 2 hotel room(s), and our collective budget is 6666. It would be great to visit Canalside Wildscape while in Amsterdam.",hard,"['disabled traveler', 'couples trip', 'photography']","{'person_num': 4, 'budget': '6666', 'days': 6}","{'departure_city': 'Antalya', 'arrival_city': ['Amsterdam', 'Düsseldorf'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': ['Canalside Wildscape']},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['disabled traveler', 'couples trip', 'photography']}",1.0,0.0,7
"I'd like to arrange a round trip holiday for 2 travelers from Cincinnati to Albuquerque, San Jose for road trip and photography and luxury travelers. We'll stay 6 days, need 1 hotel room(s), and our collective budget is 7600 USD. It would be amazing to visit Magic Albuquerque Tower if possible.",hard,"['road trip', 'photography', 'luxury travelers']","{'person_num': 2, 'budget': '7600', 'days': 6}","{'departure_city': 'Cincinnati', 'arrival_city': ['Albuquerque', 'San Jose'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': ['Magic Albuquerque Tower']},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['road trip', 'photography', 'luxury travelers']}",1.0,1.0,8
"Could you help me set up a 6-day journey from Dublin to Vilnius, Vienna for disabled traveler and elderly travelers and photography? There will be 4 of us and we'd like 2 hotel room(s). one way flight preferred. We're aiming for a budget around 6666. Maybe stay at Vilnius Resort Inn 31, which is well rated and has 5.0-star, for about 199.0 USD per night.",hard,"['disabled traveler', 'elderly travelers', 'photography']","{'person_num': 4, 'budget': '6666', 'days': 6}","{'departure_city': 'Dublin', 'arrival_city': ['Vilnius', 'Vienna'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Vilnius Resort Inn 31', 'price': '199.0', 'star': '5.0', 'rating': '9.2', 'rooms_count': '2'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['disabled traveler', 'elderly travelers', 'photography']}",1.0,0.0,7
"I'd love to take a round trip journey from Changchun to Changsha, Guilin for luxury travelers and nightlife enthusiast and foodie. We are 5 travelers and we'll stay 6 days, need 3 hotel room(s), and our collective budget is 8600 USD. It would be amazing to visit Wonder Changsha Park if possible.",hard,"['luxury travelers', 'nightlife enthusiast', 'foodie']","{'person_num': 5, 'budget': '8600', 'days': 6}","{'departure_city': 'Changchun', 'arrival_city': ['Changsha', 'Guilin'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '3'}",{'name': ['Wonder Changsha Park']},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['luxury travelers', 'nightlife enthusiast', 'foodie']}",1.0,1.0,8
"Help me set up a round trip itinerary from Raleigh to Los Angeles, Salt Lake for business travelers and elderly travelers and foodie. We are 4 travelers and we'll stay 6 days, need 2 hotel room(s), and our collective budget is 6666. We'd like to rent a Compact that seats 4 people, about 50.4 USD per day.",hard,"['business travelers', 'elderly travelers', 'foodie']","{'person_num': 4, 'budget': '6666', 'days': 6}","{'departure_city': 'Raleigh', 'arrival_city': ['Los Angeles', 'Salt Lake'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '50.4', 'car_type': 'Compact', 'capacity': '4'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['business travelers', 'elderly travelers', 'foodie']}",1.0,0.0,7
"I'm planning ahead for a one way adventure for 1 travelers from Sacramento to Albuquerque, Anchorage, Cincinnati for elderly travelers and luxury travelers and disabled traveler. I'll stay 9 days, need 1 hotel room(s), and my collective budget is 8600 USD. It would be amazing to visit Ancient Albuquerque Bridge if possible.",hard,"['elderly travelers', 'luxury travelers', 'disabled traveler']","{'person_num': 1, 'budget': '8600', 'days': 9}","{'departure_city': 'Sacramento', 'arrival_city': ['Albuquerque', 'Anchorage', 'Cincinnati'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': ['Ancient Albuquerque Bridge']},{'cities_count': 3},"{'implicit_keywords_count': 3, 'implicit_keyword': ['elderly travelers', 'luxury travelers', 'disabled traveler']}",1.0,1.0,9
"Help me set up a round trip itinerary for 3 travelers from Tocumen to São Paulo, Bogota for elderly travelers and with children and road trip. We'll stay 6 days, need 2 hotel room(s), and our collective budget is 6666. It would be great to visit Luz Futura Interactive Experience while in São Paulo.",hard,"['elderly travelers', 'with children', 'road trip']","{'person_num': 3, 'budget': '6666', 'days': 6}","{'departure_city': 'Tocumen', 'arrival_city': ['São Paulo', 'Bogota'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '2'}",{'name': ['Luz Futura Interactive Experience']},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['elderly travelers', 'with children', 'road trip']}",1.0,0.0,7
"Please assist with a round trip travel plan for 5 travelers from Orlando to Fort Lauderdale, Tocumen for road trip and luxury travelers and elderly travelers. We'll stay 6 days, need 3 hotel room(s), and our collective budget is 6666. It would be great to visit Lauderdale Skyline Explorer while in Fort Lauderdale.",hard,"['road trip', 'luxury travelers', 'elderly travelers']","{'person_num': 5, 'budget': '6666', 'days': 6}","{'departure_city': 'Orlando', 'arrival_city': ['Fort Lauderdale', 'Tocumen'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '3'}",{'name': ['Lauderdale Skyline Explorer']},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['road trip', 'luxury travelers', 'elderly travelers']}",1.0,0.0,7
"I'd like to arrange a one way holiday from Dalian to Changchun, Guilin, Guiyang for elderly travelers and disabled traveler and with pets. We are 2 travelers and we'll stay 9 days, need 1 hotel room(s), and our collective budget is 7600 USD. Could you arrange a Spaceship for us in Changchun? It should seat 2 people, about 111 USD per day.",hard,"['elderly travelers', 'disabled traveler', 'with pets']","{'person_num': 2, 'budget': '7600', 'days': 9}","{'departure_city': 'Dalian', 'arrival_city': ['Changchun', 'Guilin', 'Guiyang'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '111', 'car_type': 'Spaceship', 'capacity': '2'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': []},{'cities_count': 3},"{'implicit_keywords_count': 3, 'implicit_keyword': ['elderly travelers', 'disabled traveler', 'with pets']}",1.0,1.0,9
"I'm looking into a one way vacation for 2 travelers from Houston to Albuquerque, Chicago, Phoenix for nightlife enthusiast and photography and fast-Paced budget travel. We'll stay 9 days, need 1 hotel room(s), and our collective budget is 6666. We'd like to rent a Luxury that seats 5 people, about 104.2 USD per day.",hard,"['nightlife enthusiast', 'photography', 'fast-Paced budget travel']","{'person_num': 2, 'budget': '6666', 'days': 9}","{'departure_city': 'Houston', 'arrival_city': ['Albuquerque', 'Chicago', 'Phoenix'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '104.2', 'car_type': 'Luxury', 'capacity': '5'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': []},{'cities_count': 3},"{'implicit_keywords_count': 3, 'implicit_keyword': ['nightlife enthusiast', 'photography', 'fast-Paced budget travel']}",1.0,0.0,8
"I'm planning ahead for a round trip adventure for 2 travelers from Raleigh to Albuquerque, Anchorage for elderly travelers and disabled traveler and photography. We'll stay 6 days, need 1 hotel room(s), and our collective budget is 8700 USD. By the way, I'm hoping for something like Secret Albuquerque Resort with a special experience.",hard,"['elderly travelers', 'disabled traveler', 'photography']","{'person_num': 2, 'budget': '8700', 'days': 6}","{'departure_city': 'Raleigh', 'arrival_city': ['Albuquerque', 'Anchorage'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Secret Albuquerque Resort', 'price': '', 'star': '', 'rating': '1.3', 'rooms_count': '1'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['elderly travelers', 'disabled traveler', 'photography']}",1.0,1.0,8
"I need advice on a one way trek for 4 travelers from Toulouse to Istanbul, Munich for with pets and elderly travelers and road trip. We'll stay 6 days, need 2 hotel room(s), and our collective budget is 6666. Maybe stay at Bosphorus Bay Coastal Resort, which is well rated and has 5.0-star, for about 507.0 USD per night.",hard,"['with pets', 'elderly travelers', 'road trip']","{'person_num': 4, 'budget': '6666', 'days': 6}","{'departure_city': 'Toulouse', 'arrival_city': ['Istanbul', 'Munich'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Bosphorus Bay Coastal Resort', 'price': '507.0', 'star': '5.0', 'rating': '9.4', 'rooms_count': '2'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['with pets', 'elderly travelers', 'road trip']}",1.0,0.0,7
"I'd love to take a round trip journey for 5 travelers from Gdańsk to Eindhoven, Pisa for with pets and elderly travelers and disabled traveler. We'll stay 6 days, need 3 hotel room(s), and our collective budget is 6666. It would be great to visit Eindhoven Skyline Observatory while in Eindhoven.",hard,"['with pets', 'elderly travelers', 'disabled traveler']","{'person_num': 5, 'budget': '6666', 'days': 6}","{'departure_city': 'Gdańsk', 'arrival_city': ['Eindhoven', 'Pisa'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '3'}",{'name': ['Eindhoven Skyline Observatory']},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['with pets', 'elderly travelers', 'disabled traveler']}",1.0,0.0,7
"I'm thinking about a one way excursion for 2 travelers from Newark to Narita, Frankfurt am Main for luxury travelers and disabled traveler and with children. We'll stay 6 days, need 1 hotel room(s), and our collective budget is 6666. It would be great to visit Whispering Trails of Narita while in Narita.",hard,"['luxury travelers', 'disabled traveler', 'with children']","{'person_num': 2, 'budget': '6666', 'days': 6}","{'departure_city': 'Newark', 'arrival_city': ['Narita', 'Frankfurt am Main'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': ['Whispering Trails of Narita']},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['luxury travelers', 'disabled traveler', 'with children']}",1.0,0.0,7
"Help me set up a round trip itinerary from Oklahoma to Albuquerque, Anchorage, Buffalo for nightlife enthusiast and couples trip and fast-Paced budget travel. I'll stay 9 days, need 1 hotel room(s), and my budget is 10000 USD. It would be amazing to visit Secret Albuquerque Lake if possible.",hard,"['nightlife enthusiast', 'couples trip', 'fast-Paced budget travel']","{'person_num': 1, 'budget': '10000', 'days': 9}","{'departure_city': 'Oklahoma', 'arrival_city': ['Albuquerque', 'Anchorage', 'Buffalo'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': ['Secret Albuquerque Lake']},{'cities_count': 3},"{'implicit_keywords_count': 3, 'implicit_keyword': ['nightlife enthusiast', 'couples trip', 'fast-Paced budget travel']}",1.0,1.0,9
"I'm thinking about a round trip excursion for 1 travelers from Sanya to Changchun, Dalian for couples trip and elderly travelers and photography. I'll stay 6 days, need 1 hotel room(s), and my collective budget is 9400 USD. Could you arrange a Pickup for me in Changchun? It should seat 1 people, about 149 USD per day.",hard,"['couples trip', 'elderly travelers', 'photography']","{'person_num': 1, 'budget': '9400', 'days': 6}","{'departure_city': 'Sanya', 'arrival_city': ['Changchun', 'Dalian'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '149', 'car_type': 'Pickup', 'capacity': '1'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['couples trip', 'elderly travelers', 'photography']}",1.0,1.0,8
"I'm thinking about a round trip excursion from Albuquerque to Baltimore, Denver, Las Vegas for photography and foodie and road trip. I'll stay 9 days, need 1 hotel room(s), and my budget is 6666. It would be great to visit Waverly Green Sanctuary while in Baltimore.",hard,"['photography', 'foodie', 'road trip']","{'person_num': 1, 'budget': '6666', 'days': 9}","{'departure_city': 'Albuquerque', 'arrival_city': ['Baltimore', 'Denver', 'Las Vegas'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': ['Waverly Green Sanctuary']},{'cities_count': 3},"{'implicit_keywords_count': 3, 'implicit_keyword': ['photography', 'foodie', 'road trip']}",1.0,0.0,8
"I'm arranging a one way tour for 5 travelers from Sacramento to Albuquerque, Buffalo for foodie and luxury travelers and business travelers. We'll stay 6 days, need 3 hotel room(s), and our collective budget is 8400 USD. Could you arrange a Pickup for us in Albuquerque? It should seat 5 people, about 187 USD per day.",hard,"['foodie', 'luxury travelers', 'business travelers']","{'person_num': 5, 'budget': '8400', 'days': 6}","{'departure_city': 'Sacramento', 'arrival_city': ['Albuquerque', 'Buffalo'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '187', 'car_type': 'Pickup', 'capacity': '5'}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '3'}",{'name': []},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['foodie', 'luxury travelers', 'business travelers']}",1.0,1.0,8
"I am traveling from Indianapolis to Albuquerque, Anchorage, Buffalo for couples trip and with pets and with children. I want to stay for 9 days and need 1 hotel room(s). Looking for a round trip flight, ideally not over 7900 USD. By the way, I'm hoping for something like Legendary Albuquerque Suites with a special experience.",hard,"['couples trip', 'with pets', 'with children']","{'person_num': 1, 'budget': '7900', 'days': 9}","{'departure_city': 'Indianapolis', 'arrival_city': ['Albuquerque', 'Anchorage', 'Buffalo'], 'trip_type': 'round', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': 'Legendary Albuquerque Suites', 'price': '', 'star': '', 'rating': '1.0', 'rooms_count': '1'}",{'name': []},{'cities_count': 3},"{'implicit_keywords_count': 3, 'implicit_keyword': ['couples trip', 'with pets', 'with children']}",1.0,1.0,9
"Help me organize a trip from London to Amsterdam, Calgary for business travelers and disabled traveler and solo women. I'll be 1 in total, want to stay 6 days, need 1 hotel room(s), and are looking for a one way flight. I'd like to keep expenses under 6666. It would be great to visit Windmill Hollow Greenway while in Amsterdam.",hard,"['business travelers', 'disabled traveler', 'solo women']","{'person_num': 1, 'budget': '6666', 'days': 6}","{'departure_city': 'London', 'arrival_city': ['Amsterdam', 'Calgary'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': ['Windmill Hollow Greenway']},{'cities_count': 2},"{'implicit_keywords_count': 3, 'implicit_keyword': ['business travelers', 'disabled traveler', 'solo women']}",1.0,0.0,7
"Eager to schedule a one way getaway from Omaha to Albuquerque, Anchorage, Cincinnati for with children and with pets and elderly travelers. We are 2 travelers and we'll stay 9 days, need 1 hotel room(s), and our collective budget is 9300 USD. It would be amazing to visit Legendary Albuquerque Gallery if possible.",hard,"['with children', 'with pets', 'elderly travelers']","{'person_num': 2, 'budget': '9300', 'days': 9}","{'departure_city': 'Omaha', 'arrival_city': ['Albuquerque', 'Anchorage', 'Cincinnati'], 'trip_type': 'one_way', 'price': ''}","{'price_per_day': '', 'car_type': '', 'capacity': ''}","{'name': '', 'price': '', 'star': '', 'rating': '', 'rooms_count': '1'}",{'name': ['Legendary Albuquerque Gallery']},{'cities_count': 3},"{'implicit_keywords_count': 3, 'implicit_keyword': ['with children', 'with pets', 'elderly travelers']}",1.0,1.0,9
